20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,0
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
33,34,3
34,35,0
34,44,0
35,36,0
36,37,0
36,46,2
38,39,0
39,40,4
40,41,0
41,42,3
41,49,0
42,43,0
43,44,0
43,51,0
44,45,0
45,46,0
45,53,0
39,47,4
47,48,0
48,49,0
49,50,0
50,51,0
51,52,1
52,53,0
0,1,0
0,8,0
1,2,0
2,3,0
2,10,0
3,4,0
4,5,0
4,12,0
5,6,0
6,14,0
7,8,0
7,17,0
8,9,0
9,10,0
9,19,0
10,11,0
11,12,0
11,21,0
12,13,0
13,14,0
13,23,0
14,15,0
15,25,0
16,17,1
16,27,1
17,18,0
18,19,0
18,29,0
19,20,0
20,21,4
20,31,0
21,22,0
22,23,0
22,33,0
23,24,2
24,25,0
24,35,0
25,26,0
26,37,0
27,28,0
28,29,0
28,38,0
29,30,0
30,31,0
30,40,0
31,32,0
32,33,0
32,42,3
